season,episode,scene,line,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
1,1,10,49,-0.059211343066387014,-0.040982585508271954,-0.037732482482916545,-0.04687579992477492,-0.02793116562124608,-0.05345451503689666,0.009556680527085856,0.013004549765882972,-0.05232099451051597,-0.06033466088998982
1,1,10,50,-0.06090119699399555,-0.04247199537287727,-0.04109045137827799,-0.04705010445580288,-0.029172499285562994,-0.05618465318201924,0.02033132229750921,0.015148975453112744,-0.06426039502553561,-0.06282552185944988
1,1,10,51,-0.10744462636408228,-0.10025296003009088,-0.2119016745771214,1.0820645610726018,0.3585846846278269,0.15335014871398092,0.998709810438154,-1.1349790173064749,1.0010769204568954,-0.003439186662651668
1,1,10,52,-0.06069486781462967,-0.04299161153186182,-0.04044996988716418,-0.04404816185758966,-0.028812876954983534,-0.053871339232354216,0.01067118030168011,0.01162159639527714,-0.053710076604705725,-0.053413297743031926
1,1,10,53,-0.06094570661568802,-0.043432031974709816,-0.04681140192937887,0.013417234393314366,-0.007298591517872316,-0.04025233537363343,0.015975986358338922,0.01281514725470623,-0.05488168955005502,-0.05084116591770169
1,1,11,54,-0.05803240446002685,-0.04166829193575083,-0.04028663618227487,-0.042706405384179316,-0.029050284700530827,-0.05429515187048015,0.03359201211512517,0.01714889176389023,-0.07723503920011246,0.09249253657855015
1,1,11,55,-0.05586420250986399,-0.04252851433501805,-0.02761360938015298,-0.0415024751810498,-0.026062822223089224,-0.05118341724910355,0.031226049143156676,0.016288704967703915,-0.06872122814231563,-0.06101796164382377
1,1,11,56,-0.04997694708198298,-0.03357299217599733,-0.03154909839385776,-0.04256932902910573,-0.02501389671292343,-0.002831275862810871,0.020108278891623477,0.011760506566895687,-0.042094229275294506,-0.037637152804545604
1,1,11,57,-0.07688249456094458,-0.06162140024404417,-0.075836507932845,-0.21535090002263663,-0.1732439832953484,0.8798866303552847,0.004991099169488861,-0.001967162078764394,-0.009114627374821108,-0.02764542170118178
1,1,11,58,-0.05736337601823067,-0.05038946687689806,-0.04739882257057513,-0.03754798107316859,-0.03308474835340148,-0.06794381920507134,0.06461323582930335,0.01761051329372362,-0.12586929782022044,0.5825273367066766
1,1,11,59,-0.06915056858332333,-0.052278667227893476,-0.06053053295136746,-0.15088916943422825,-0.11762698436778282,0.5320256050877717,0.009761709361258733,0.002850621275430347,-0.02366633997963677,-0.03460206224012165
1,1,11,60,-0.07165231937740359,-0.053304137716165205,-0.056885317135445465,-0.06535237387587127,-0.044675339733020694,-0.08852170592269759,-0.2765429507522635,-0.05578455391485636,0.1487370341105702,-0.022576965391558224
1,1,11,61,-0.05756867105099539,-0.03980478061000083,-0.038560765528423004,-0.04252935290046622,-0.025773362408283387,-0.051512549654846106,0.01884816050800429,0.013885290267534125,-0.05733035870676867,-0.055332735590050114
1,1,11,62,-0.05280505311054478,-0.04677259548347609,-0.04493238465977046,-0.04071795671554031,-0.03282473535042295,-0.06503053190012052,0.07667692955298236,0.01975916307375811,-0.1344879810960817,0.7368259900744193
1,1,11,63,-0.06314962706657548,-0.04403268663738384,-0.04278189899086291,-0.04772721039844189,-0.03045380762002245,-0.059932021701993285,0.016559613931867515,0.014998052351233393,-0.0663938698265253,-0.06771062385579261
1,1,11,64,-0.0647078367643739,-0.04714122609250459,-0.060501990884838826,0.1325493105969744,0.03480195106547093,-0.011072290445962214,0.0189673878517923,0.011565265241131339,-0.04877662823363422,-0.04919729533802376
1,1,12,65,-0.06725172098846056,-0.05107056807905915,-0.054439087864661034,-0.07052929280969096,-0.044950274639400836,-0.09115880359819512,-0.4256222860628473,-0.09612539341241966,0.2760317722659282,0.015374176492869991
1,1,12,66,-0.06524969570210935,-0.05244510256686628,-0.037498768563917644,-0.05905824204583461,-0.035582535912971544,-0.07847623194433358,0.04299877971208952,0.021130552658810864,-0.0969677885243194,-0.08155815235492299
1,1,13,67,-0.061806545251604936,-0.04378144796395253,-0.04151657999276449,-0.048496463012860105,-0.030948194763510448,-0.047560025747741444,0.012930962879787702,0.018657516748311866,-0.05349706977410216,-0.06087842249748294
1,1,14,68,-0.061886415533090204,-0.04446123362958454,-0.04167265715867912,-0.047342013258309,-0.03024477145831716,-0.05991904623989959,0.024978263978105476,0.014786410194828794,-0.07137213360597282,-0.06579971462806548
1,1,14,69,0.6517324655798261,-0.00466005155729772,-0.0223729547332654,-0.02701196862285333,-0.021011411195795297,-0.03818829934552958,0.01856821574384557,0.012127282924460026,-0.05258568471896892,-0.0646538239358713
1,1,15,70,-0.06230123087504954,-0.04308241684194848,-0.0425008174957559,-0.046374192538672275,-0.029539173855337122,-0.05758648087007134,0.021409479710890748,0.01662490877425489,-0.06803401319160664,-0.06545647888669476
1,1,15,71,-0.3647697616938644,5.197299371206351,0.14480259458410472,0.10258258449992379,0.06286734528058811,0.10661713056057594,-0.03479318033753108,-0.018738725031542565,0.07555090226886932,0.01674080274904584
1,1,15,72,-0.06307859047471379,-0.04436736805072943,-0.04060986749492428,-0.04926518476042445,-0.03110863021824629,-0.0553328473042615,0.005677372530081811,0.012202196855345992,-0.05315805801712083,-0.06089679930251661
1,1,15,73,0.6535968590893388,-0.003201353449989954,-0.020689973242271037,-0.022690797626256556,-0.018347067549524386,-0.0349740790956124,0.004981320798232665,0.00772521362738162,-0.038908550329607716,-0.0543158497201371
1,1,16,74,-0.06492088762879479,-0.046393961061944565,-0.05379468113540678,0.04889572834181102,0.0044091038770577625,-0.03553098322672664,0.018357157488621642,0.014151235509620693,-0.059114141126682646,-0.06246914265039085
1,1,17,75,-0.15095318183418033,-0.14559910633069356,-0.22674486621281345,-0.9110717139419208,-0.7568339358804809,4.588212004816279,-0.06115681344865341,-0.07193405073353458,0.19244705889633726,0.05826943637248869
1,1,17,76,-0.15095318183418033,-0.14559910633069356,-0.22674486621281345,-0.9110717139419208,-0.7568339358804809,4.588212004816279,-0.06115681344865341,-0.07193405073353458,0.19244705889633726,0.05826943637248869
1,1,17,77,-0.06205303267297709,-0.041543094009970236,-0.040891597710188556,-0.046476103329655724,-0.02924252572390708,-0.054569252626081206,0.012010123483535532,0.014435645677208998,-0.052414759573427894,-0.059958508284924945
1,1,17,78,-0.04938142503699641,-0.03322618601360971,-0.032468412343907516,-0.038097583733694505,-0.02119074473620968,-0.0420392081451001,0.022552571768676904,0.013128474713992965,-0.04949945581226422,-0.04444847532258833
