season,episode,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39
4,10,4.378283712786031e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786032e-05,4.378283712786032e-05,4.378283712786032e-05,4.378283712786032e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786032e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786032e-05,4.378283712786031e-05,4.378283712786032e-05,4.378283712786032e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786032e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786032e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786032e-05,4.378283712786031e-05,4.378283712786032e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786032e-05,4.378283712786031e-05,0.9982924693520134,4.378283712786031e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786031e-05,4.378283712786031e-05
4,11,4.0916530278278074e-05,4.091653027827808e-05,4.091653027827808e-05,4.091653027827808e-05,4.0916530278278074e-05,4.091653027827808e-05,0.049152836239015694,4.0916530278278074e-05,4.0916530278278074e-05,4.0916530278278074e-05,4.0916530278278074e-05,4.091653027827808e-05,4.0916530278278074e-05,4.0916530278278074e-05,4.091653027827808e-05,4.091653027827808e-05,4.091653027827808e-05,4.091653027827808e-05,4.091653027827808e-05,4.091653027827808e-05,4.091653027827808e-05,4.091653027827808e-05,4.0916530278278074e-05,4.091653027827808e-05,4.091653027827808e-05,4.0916530278278074e-05,4.0916530278278074e-05,4.091653027827808e-05,4.091653027827808e-05,4.091653027827808e-05,4.0916530278278074e-05,4.091653027827808e-05,0.9207799503804058,4.0916530278278074e-05,4.091653027827808e-05,4.0916530278278074e-05,0.02855330176028211,4.0916530278278074e-05,4.091653027827808e-05,4.0916530278278074e-05
4,12,5.060728744941347e-05,5.060728744941348e-05,5.060728744941347e-05,5.060728744941348e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941348e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941348e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941348e-05,5.060728744941347e-05,5.060728744941347e-05,0.998026315789473,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941348e-05,5.060728744941347e-05,5.060728744941348e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05,5.060728744941347e-05
4,13,4.612546125465284e-05,4.612546125465285e-05,4.612546125465285e-05,4.612546125465285e-05,4.612546125465285e-05,4.612546125465285e-05,4.612546125465285e-05,4.612546125465284e-05,4.612546125465284e-05,4.612546125465284e-05,4.612546125465285e-05,0.5352459955350478,4.612546125465284e-05,4.612546125465284e-05,4.612546125465285e-05,4.612546125465285e-05,4.612546125465284e-05,4.612546125465285e-05,4.612546125465285e-05,4.612546125465284e-05,4.612546125465285e-05,4.612546125465285e-05,4.612546125465284e-05,4.612546125465284e-05,4.612546125465285e-05,4.612546125465284e-05,4.612546125465284e-05,4.612546125465285e-05,4.612546125465286e-05,4.612546125465285e-05,4.612546125465284e-05,4.612546125465284e-05,0.4630012369372756,4.612546125465285e-05,4.612546125465284e-05,4.612546125465284e-05,4.612546125465285e-05,4.612546125465284e-05,4.612546125465284e-05,4.612546125465284e-05
4,14,2.1008403361362956e-05,2.100840336136296e-05,2.100840336136296e-05,2.100840336136296e-05,2.1008403361362956e-05,2.100840336136296e-05,2.100840336136296e-05,2.1008403361362956e-05,2.1008403361362956e-05,2.1008403361362956e-05,2.1008403361362956e-05,2.100840336136296e-05,2.100840336136296e-05,2.1008403361362956e-05,2.100840336136296e-05,2.100840336136296e-05,2.100840336136296e-05,2.100840336136296e-05,2.100840336136296e-05,2.100840336136296e-05,2.100840336136296e-05,2.100840336136296e-05,2.1008403361362956e-05,2.1008403361362956e-05,2.100840336136296e-05,2.1008403361362956e-05,2.1008403361362956e-05,2.100840336136296e-05,2.1008403361362956e-05,2.100840336136296e-05,2.1008403361362956e-05,2.100840336136296e-05,0.9991806722689069,2.100840336136296e-05,2.100840336136296e-05,2.1008403361362956e-05,2.100840336136296e-05,2.1008403361362956e-05,2.100840336136296e-05,2.1008403361362956e-05
5,1,2.3430178069376784e-05,2.3430178069376787e-05,2.3430178069376787e-05,2.3430178069376784e-05,2.3430178069376787e-05,2.3430178069376787e-05,0.2460741915089527,2.3430178069376784e-05,2.3430178069376784e-05,2.3430178069376784e-05,2.3430178069376784e-05,2.3430178069376787e-05,2.3430178069376784e-05,2.3430178069376787e-05,2.3430178069376787e-05,2.3430178069376787e-05,2.3430178069376787e-05,2.3430178069376784e-05,2.3430178069376787e-05,2.3430178069376787e-05,2.3430178069376787e-05,2.3430178069376787e-05,2.3430178069376784e-05,2.3430178069376784e-05,2.3430178069376787e-05,2.3430178069376784e-05,2.3430178069376784e-05,2.3430178069376787e-05,2.3430178069376784e-05,2.3430178069376787e-05,2.3430178069376784e-05,2.3430178069376787e-05,0.7530354617244112,2.3430178069376787e-05,2.3430178069376787e-05,2.3430178069376784e-05,2.3430178069376787e-05,2.3430178069376784e-05,2.3430178069376787e-05,2.3430178069376787e-05
5,2,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.280821917809533e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.280821917809533e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.280821917809533e-05,4.2808219178095325e-05,0.9983304794520542,4.2808219178095325e-05,4.2808219178095325e-05,4.280821917809533e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05,4.2808219178095325e-05
5,3,4.54545454545664e-05,4.5454545454566404e-05,4.54545454545664e-05,4.54545454545664e-05,4.5454545454566404e-05,4.54545454545664e-05,4.5454545454566404e-05,4.54545454545664e-05,4.54545454545664e-05,4.54545454545664e-05,4.54545454545664e-05,0.9982272727272721,4.54545454545664e-05,4.5454545454566404e-05,4.54545454545664e-05,4.5454545454566404e-05,4.54545454545664e-05,4.54545454545664e-05,4.54545454545664e-05,4.5454545454566404e-05,4.5454545454566404e-05,4.54545454545664e-05,4.54545454545664e-05,4.54545454545664e-05,4.54545454545664e-05,4.54545454545664e-05,4.54545454545664e-05,4.5454545454566404e-05,4.54545454545664e-05,4.54545454545664e-05,4.54545454545664e-05,4.5454545454566404e-05,4.5454545454566404e-05,4.5454545454566404e-05,4.5454545454566404e-05,4.54545454545664e-05,4.5454545454566404e-05,4.54545454545664e-05,4.54545454545664e-05,4.54545454545664e-05
5,4,4.863813229574929e-05,4.86381322957493e-05,4.863813229574929e-05,4.86381322957493e-05,4.863813229574929e-05,4.86381322957493e-05,0.6930287550602836,4.863813229574929e-05,4.863813229574929e-05,4.863813229574929e-05,4.863813229574929e-05,0.30512299591247816,4.86381322957493e-05,4.863813229574929e-05,4.863813229574929e-05,4.86381322957493e-05,4.86381322957493e-05,4.863813229574929e-05,4.86381322957493e-05,4.86381322957493e-05,4.863813229574929e-05,4.86381322957493e-05,4.863813229574929e-05,4.863813229574929e-05,4.86381322957493e-05,4.863813229574929e-05,4.863813229574929e-05,4.86381322957493e-05,4.86381322957493e-05,4.86381322957493e-05,4.863813229574929e-05,4.86381322957493e-05,4.86381322957493e-05,4.86381322957493e-05,4.86381322957493e-05,4.863813229574929e-05,4.86381322957493e-05,4.863813229574929e-05,4.863813229574929e-05,4.863813229574929e-05
5,5,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,4.1459369817611556e-05,4.145936981761156e-05,4.1459369817611556e-05,4.1459369817611556e-05,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,4.145936981761156e-05,0.5498980368634184,4.145936981761156e-05,4.1459369817611556e-05,4.1459369817611556e-05,4.145936981761156e-05,4.1459369817611556e-05,4.1459369817611556e-05,4.145936981761156e-05,4.1459369817611556e-05,4.145936981761156e-05,4.1459369817611556e-05,4.1459369817611556e-05,0.4485265070835125,4.1459369817611556e-05,4.145936981761156e-05,4.1459369817611556e-05,4.1459369817611556e-05,4.1459369817611556e-05,4.145936981761156e-05,4.1459369817611556e-05
5,6,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,0.9984374999999996,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.0064102564116415e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05,4.00641025641163e-05
5,7,5.319148936172076e-05,5.319148936172077e-05,5.319148936172077e-05,5.319148936172077e-05,5.319148936172077e-05,5.319148936172076e-05,5.319148936172077e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172077e-05,5.319148936172077e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172077e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172077e-05,5.319148936172076e-05,0.997925531914893,5.319148936172077e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172077e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172077e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172077e-05,5.319148936172076e-05,5.319148936172077e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172076e-05,5.319148936172077e-05,5.319148936172076e-05
5,8,5.8823529411824196e-05,5.8823529411824196e-05,5.8823529411824196e-05,0.2597119206632152,5.882352941182419e-05,5.8823529411824196e-05,5.8823529411824196e-05,5.882352941182419e-05,5.882352941182419e-05,5.882352941182419e-05,5.882352941182419e-05,5.8823529411824196e-05,5.882352941182419e-05,5.882352941182419e-05,5.8823529411824196e-05,5.8823529411824196e-05,5.8823529411824196e-05,5.8823529411824196e-05,5.8823529411824196e-05,5.8823529411824196e-05,5.8823529411824196e-05,5.882352941182419e-05,5.882352941182419e-05,5.882352941182419e-05,5.8823529411824196e-05,5.882352941182419e-05,5.882352941182419e-05,5.8823529411824196e-05,5.882352941182419e-05,5.882352941182419e-05,5.882352941182419e-05,5.882352941182419e-05,0.7380527852191353,5.8823529411824196e-05,5.8823529411824196e-05,5.882352941182419e-05,5.882352941182419e-05,5.882352941182419e-05,5.882352941182419e-05,5.882352941182419e-05
5,9,4.816955684010432e-05,4.8169556840104326e-05,4.8169556840104326e-05,4.8169556840104326e-05,4.8169556840104326e-05,4.8169556840104326e-05,4.8169556840104326e-05,4.816955684010432e-05,4.816955684010432e-05,4.816955684010432e-05,4.816955684010432e-05,4.8169556840104326e-05,4.816955684010432e-05,4.816955684010432e-05,4.816955684010432e-05,4.8169556840104326e-05,4.8169556840104326e-05,4.8169556840104326e-05,4.8169556840104326e-05,4.8169556840104326e-05,4.8169556840104326e-05,0.7252614066900736,4.816955684010432e-05,4.816955684010432e-05,0.27290815015000247,4.816955684010432e-05,4.816955684010432e-05,4.8169556840104326e-05,4.816955684010432e-05,4.816955684010432e-05,4.816955684010432e-05,4.816955684010432e-05,4.8169556840104326e-05,4.816955684010432e-05,4.8169556840104326e-05,4.816955684010432e-05,4.816955684010432e-05,4.816955684010432e-05,4.8169556840104326e-05,4.816955684010432e-05
5,10,5.296610169493486e-05,5.296610169493486e-05,5.296610169493487e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493487e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493487e-05,5.296610169493486e-05,5.296610169493487e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05,0.9979343220338976,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493487e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493487e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493487e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493487e-05,5.296610169493486e-05,5.296610169493486e-05,5.296610169493486e-05
5,11,5.7208237986302545e-05,5.720823798630255e-05,5.7208237986302545e-05,5.720823798630255e-05,5.7208237986302545e-05,5.720823798630255e-05,5.720823798630255e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.720823798630255e-05,5.720823798630255e-05,5.7208237986302545e-05,0.12464102649586611,5.720823798630255e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.720823798630255e-05,5.720823798630255e-05,5.720823798630255e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.7208237986302545e-05,0.8731850604606545,5.7208237986302545e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.720823798630255e-05,5.720823798630255e-05,5.720823798630255e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.7208237986302545e-05,5.7208237986302545e-05
5,12,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.970178926443584e-05,4.9701789264435835e-05,4.970178926443584e-05,4.970178926443584e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.970178926443584e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.970178926443584e-05,4.9701789264435835e-05,4.9701789264435835e-05,0.9980616302186871,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435896e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05,4.9701789264435835e-05
5,13,2.7746947835759276e-05,2.7746947835759276e-05,2.7746947835759276e-05,2.7746947835759276e-05,2.7746947835759276e-05,2.7746947835759276e-05,2.7746947835759276e-05,2.7746947835759273e-05,2.7746947835759273e-05,2.7746947835759273e-05,2.7746947835759273e-05,2.7746947835759276e-05,2.7746947835759273e-05,2.7746947835759273e-05,2.7746947835759276e-05,2.7746947835759276e-05,2.7746947835759276e-05,2.7746947835759276e-05,0.4568648030418255,2.7746947835759276e-05,2.7746947835759276e-05,2.7746947835759276e-05,2.7746947835759273e-05,2.7746947835759273e-05,2.7746947835759276e-05,2.7746947835759273e-05,2.7746947835759273e-05,2.7746947835759276e-05,2.7746947835759273e-05,2.7746947835759276e-05,2.7746947835759273e-05,2.7746947835759273e-05,0.5420808129404158,2.7746947835759276e-05,2.7746947835759276e-05,2.7746947835759273e-05,2.7746947835759273e-05,2.7746947835759273e-05,2.7746947835759276e-05,2.7746947835759273e-05
5,14,5.263157894741253e-05,5.263157894741254e-05,5.263157894741254e-05,5.263157894741254e-05,5.263157894741254e-05,5.263157894741253e-05,5.263157894741254e-05,5.263157894741253e-05,5.263157894741254e-05,5.263157894741253e-05,5.263157894741253e-05,5.263157894741254e-05,5.263157894741253e-05,5.263157894741254e-05,5.263157894741254e-05,5.263157894741254e-05,5.263157894741254e-05,5.263157894741254e-05,5.263157894741253e-05,5.263157894741254e-05,5.263157894741254e-05,5.263157894741253e-05,5.263157894741253e-05,5.263157894741253e-05,0.3084761527918964,5.263157894741253e-05,5.263157894741253e-05,5.263157894741254e-05,5.263157894741253e-05,5.263157894741253e-05,5.263157894741253e-05,0.044178647600081375,0.645397831186968,5.263157894741254e-05,5.263157894741254e-05,5.263157894741253e-05,5.263157894741254e-05,5.263157894741253e-05,5.263157894741254e-05,5.263157894741253e-05
5,15,5.656108597287799e-05,0.1152183250523869,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05,5.6561085972877996e-05,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05,5.6561085972877996e-05,5.6561085972877996e-05,5.656108597287799e-05,5.6561085972877996e-05,5.6561085972877996e-05,5.656108597287799e-05,5.656108597287799e-05,5.6561085972877996e-05,0.8826323536806437,5.656108597287799e-05,5.6561085972877996e-05,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05,5.6561085972877996e-05,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05,5.6561085972877996e-05,5.6561085972877996e-05,5.6561085972877996e-05,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05,5.656108597287799e-05
5,16,5.6053811659245105e-05,5.6053811659245105e-05,5.6053811659245105e-05,5.60538116592451e-05,5.60538116592451e-05,5.6053811659245105e-05,5.6053811659245105e-05,5.60538116592451e-05,5.60538116592451e-05,5.60538116592451e-05,5.60538116592451e-05,5.6053811659245105e-05,5.60538116592451e-05,0.019725731525597544,5.6053811659245105e-05,5.60538116592451e-05,5.6053811659245105e-05,5.6053811659245105e-05,5.6053811659245105e-05,5.6053811659245105e-05,5.6053811659245105e-05,5.60538116592451e-05,5.60538116592451e-05,5.60538116592451e-05,5.6053811659245105e-05,5.60538116592451e-05,5.60538116592451e-05,5.6053811659245105e-05,5.6053811659245105e-05,5.60538116592451e-05,5.60538116592451e-05,5.6053811659245105e-05,0.978144223631351,5.6053811659245105e-05,5.6053811659245105e-05,5.60538116592451e-05,5.6053811659245105e-05,5.60538116592451e-05,5.60538116592451e-05,5.60538116592451e-05
5,17,4.302925989674706e-05,0.998321858864027,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05,4.302925989674706e-05
5,18,4.94071146245172e-05,4.9407114624517204e-05,4.94071146245172e-05,4.94071146245172e-05,0.998073122529644,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.9407114624517204e-05,4.94071146245172e-05,4.94071146245172e-05,4.9407114624517204e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05,4.94071146245172e-05
5,19,5.319148936175819e-05,5.3191489361758194e-05,5.3191489361758194e-05,5.3191489361758194e-05,5.3191489361758194e-05,5.3191489361758194e-05,5.3191489361758194e-05,5.319148936175819e-05,5.3191489361758194e-05,5.319148936175819e-05,5.319148936175819e-05,0.14073642878015705,5.319148936175819e-05,5.3191489361758194e-05,5.3191489361758194e-05,5.3191489361758194e-05,5.319148936175819e-05,5.3191489361758194e-05,5.319148936175819e-05,5.3191489361758194e-05,5.3191489361758194e-05,0.16055568436604578,5.319148936175819e-05,5.319148936175819e-05,5.3191489361758194e-05,5.319148936175819e-05,5.319148936175819e-05,5.3191489361758194e-05,5.319148936175819e-05,5.3191489361758194e-05,5.319148936175819e-05,5.3191489361758194e-05,0.6967398017474119,5.3191489361758194e-05,5.3191489361758194e-05,5.319148936175819e-05,5.319148936175819e-05,5.319148936175819e-05,5.3191489361758194e-05,5.319148936175819e-05
5,20,4.761904761907366e-05,4.761904761907367e-05,4.761904761907366e-05,4.761904761907366e-05,4.761904761907367e-05,4.761904761907367e-05,4.761904761907367e-05,4.761904761907366e-05,4.761904761907366e-05,4.761904761907366e-05,4.761904761907366e-05,0.9981428571428563,4.761904761907366e-05,4.761904761907366e-05,4.761904761907367e-05,4.761904761907367e-05,4.761904761907366e-05,4.761904761907367e-05,4.761904761907367e-05,4.761904761907367e-05,4.761904761907367e-05,4.761904761907366e-05,4.761904761907366e-05,4.761904761907366e-05,4.761904761907367e-05,4.761904761907366e-05,4.761904761907366e-05,4.761904761907367e-05,4.761904761907366e-05,4.761904761907367e-05,4.761904761907366e-05,4.761904761907367e-05,4.761904761907367e-05,4.761904761907366e-05,4.761904761907366e-05,4.761904761907366e-05,4.761904761907366e-05,4.761904761907366e-05,4.761904761907367e-05,4.761904761907366e-05
5,21,5.733944954130854e-05,5.7339449541308544e-05,5.7339449541308544e-05,5.7339449541308544e-05,5.733944954130854e-05,5.733944954130854e-05,5.7339449541308544e-05,5.733944954130854e-05,5.733944954130854e-05,5.733944954130854e-05,5.733944954130854e-05,0.9977637614678685,5.733944954130854e-05,5.733944954130854e-05,5.7339449541308544e-05,5.7339449541308544e-05,5.7339449541308544e-05,5.7339449541308544e-05,5.733944954130854e-05,5.7339449541308544e-05,5.7339449541308544e-05,5.7339449541308544e-05,5.733944954130854e-05,5.733944954130854e-05,5.7339449541308544e-05,5.733944954130854e-05,5.733944954130854e-05,5.7339449541308544e-05,5.733944954130854e-05,5.7339449541308544e-05,5.733944954130854e-05,5.7339449541308544e-05,5.733944956205591e-05,5.733944954130854e-05,5.7339449541308544e-05,5.733944954130854e-05,5.733944954130854e-05,5.733944954130854e-05,5.7339449541308544e-05,5.733944954130854e-05
5,22,5.3191489361754365e-05,0.09529636653137175,5.319148936175437e-05,0.3972070825354962,5.319148936175437e-05,5.319148936175437e-05,5.319148936175437e-05,5.3191489361754365e-05,5.3191489361754365e-05,5.3191489361754365e-05,5.3191489361754365e-05,5.319148936175437e-05,5.3191489361754365e-05,5.319148936175437e-05,0.033418403304621744,5.319148936175437e-05,5.319148936175437e-05,5.319148936175437e-05,5.319148936175437e-05,5.3191489361754365e-05,5.319148936175437e-05,0.017282767592493885,5.3191489361754365e-05,5.319148936175437e-05,5.319148936175437e-05,5.3191489361754365e-05,5.3191489361754365e-05,5.319148936175437e-05,5.3191489361754365e-05,5.319148936175437e-05,5.3191489361754365e-05,5.319148936175437e-05,0.454933677908355,5.319148936175437e-05,5.319148936175437e-05,5.3191489361754365e-05,5.3191489361754365e-05,5.3191489361754365e-05,5.319148936175437e-05,5.3191489361754365e-05
5,23,5.399568034559904e-05,5.3995680345599045e-05,5.399568034559904e-05,5.3995680345599045e-05,0.49635655370169124,5.399568034559904e-05,5.3995680345599045e-05,5.399568034559904e-05,5.399568034559904e-05,5.399568034559904e-05,5.399568034559904e-05,0.5015916104451759,5.3995680345599045e-05,5.3995680345599045e-05,5.3995680345599045e-05,5.3995680345599045e-05,5.3995680345599045e-05,5.3995680345599045e-05,5.3995680345599045e-05,5.3995680345599045e-05,5.3995680345599045e-05,5.399568034559904e-05,5.399568034559904e-05,5.399568034559904e-05,5.3995680345599045e-05,5.399568034559904e-05,5.399568034559904e-05,5.3995680345599045e-05,5.399568034559904e-05,5.3995680345599045e-05,5.399568034559904e-05,5.399568034559904e-05,5.3995680345599045e-05,5.399568034559904e-05,5.399568034559904e-05,5.399568034559904e-05,5.399568034559904e-05,5.399568034559904e-05,5.399568034559904e-05,5.399568034559904e-05
5,24,5.050505050507273e-05,5.050505050507274e-05,5.050505050507274e-05,5.050505050507274e-05,5.050505050507274e-05,5.050505050507274e-05,5.050505050507274e-05,5.050505050507273e-05,5.050505050507273e-05,5.050505050507273e-05,5.050505050507273e-05,5.050505050507274e-05,5.050505050507273e-05,5.050505050507273e-05,0.5972965394643894,5.050505050507274e-05,5.050505050507274e-05,5.050505050507274e-05,5.050505050507273e-05,5.050505050507274e-05,5.050505050507274e-05,5.050505050507273e-05,5.050505050507273e-05,5.050505050507274e-05,5.050505050507274e-05,5.050505050507273e-05,5.050505050507273e-05,0.400784268616418,5.050505050507273e-05,5.050505050507274e-05,5.050505050507273e-05,5.050505050507274e-05,5.050505050507274e-05,5.050505050507273e-05,5.050505050507274e-05,5.050505050507273e-05,5.050505050507273e-05,5.050505050507273e-05,5.050505050507274e-05,5.050505050507273e-05
5,25,5.030181086521576e-05,5.0301810865215764e-05,5.0301810865215764e-05,5.030181086521576e-05,5.0301810865215764e-05,5.030181086521576e-05,0.9980382293762567,5.030181086521576e-05,5.030181086521576e-05,5.030181086521576e-05,5.030181086521576e-05,5.0301810865215764e-05,5.030181086521576e-05,5.0301810865215764e-05,5.0301810865215764e-05,5.0301810865215764e-05,5.0301810865215764e-05,5.030181086521576e-05,5.0301810865215764e-05,5.030181086521576e-05,5.0301810865215764e-05,5.0301810865215764e-05,5.030181086521576e-05,5.030181086521576e-05,5.0301810865215764e-05,5.030181086521576e-05,5.030181086521576e-05,5.030181086521576e-05,5.030181086521576e-05,5.030181086521576e-05,5.030181086521576e-05,5.030181086521576e-05,5.0301810865215764e-05,5.030181086521576e-05,5.0301810865215764e-05,5.030181086521576e-05,5.030181086521576e-05,5.030181086521576e-05,5.030181086521576e-05,5.030181086521576e-05
