term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
tiffys,-5.665765030493702e-06,-4.644622651094742e-06,-5.339912283294962e-06,-7.567062492683074e-06,-4.828154320349989e-06,-9.469646134335582e-06,-4.32022441713758e-05,-9.462706501660594e-06,2.705860145634101e-05,-6.444106838413341e-07
tiger,-1.7174287421074678e-05,-1.3193664116822747e-05,-1.3029575841483787e-05,-1.4373724665478421e-05,-9.16562769777768e-06,-1.745177466260492e-05,3.883051355755932e-06,2.30397304767515e-06,-1.7432328056536514e-05,-1.3395401618514278e-05
tight,-6.113266552634524e-05,4.512840150746527e-05,-4.5174924535057654e-05,-5.750706405067577e-05,-3.816526477532582e-05,-5.11247187576444e-05,2.736693098543748e-05,1.920980795173123e-05,-9.348402613947748e-05,-4.243211208926223e-05
tighten,-1.01177883988503e-06,-7.701072645480755e-07,-8.09414349664331e-07,-9.328131835963946e-07,-6.053708924803354e-07,-1.2154611775089606e-06,5.210023880814306e-07,3.7716908377904293e-07,-1.6095912649129316e-06,-1.650761121701226e-06
tightends,-3.3378862668051258e-06,1.4607429508094908e-05,-1.251872026352304e-06,-1.593208291040259e-06,-1.102643830632352e-06,-2.2502042559001774e-06,1.0913500022771053e-06,7.744431482462618e-07,-3.2658096289870317e-06,-3.3805964006604332e-06
tightening,-4.5421936237294163e-07,-4.5389821703062744e-07,-4.833268580999104e-07,-5.898195027700676e-07,-3.6313823887221934e-07,-7.089046666202243e-07,1.9354483464274693e-07,1.9504734301125803e-07,-8.177413127473471e-07,-8.937619222622049e-07
tighter,-6.886110280358859e-07,-5.230581399395506e-07,-5.509124717664219e-07,-6.457954588791102e-07,-4.052971890689053e-07,-7.776681956504319e-07,4.1237452531375083e-07,2.6362553780463545e-07,-1.078095171345753e-06,-9.060986262090743e-07
tightly,-1.4437747983493727e-05,-1.0520879020641699e-05,-1.08457077832109e-05,-1.448727115389013e-05,-8.36075980147221e-06,-8.732572020811102e-06,8.900203738463672e-06,5.349774196124356e-06,-1.9258964795575748e-05,-1.7177363329694373e-05
tightrope,-3.4655598174749218e-06,-2.6011661108921966e-06,-2.638055119768746e-06,-3.2764733954003608e-06,-1.9668703494912796e-06,-3.820261548351142e-06,2.27459240002415e-06,1.4785843846958753e-06,-5.248360513844753e-06,-4.692924800772434e-06
tightywhities,-1.0995103358753325e-06,-8.44084443773897e-07,-8.826965816790091e-07,-1.0714144033210618e-06,-6.883559600272329e-07,-1.2848058698245194e-06,5.633910380701422e-07,4.771926555286168e-07,-1.7581125485073055e-06,-1.8815383975972446e-06
tiiiime,-7.160845242967131e-07,-5.461134182829099e-07,-5.913216884182397e-07,-7.053930069553285e-07,-4.523248959616151e-07,-8.141289905012906e-07,1.2525432105426272e-06,2.329797307341629e-06,4.1679425869784355e-07,-7.565865658289415e-07
tiki,-1.0642766879618152e-06,-8.071163308357739e-07,-8.165500359074588e-07,-1.0200992259081335e-06,-6.449892577182989e-07,-1.2130687807720222e-06,5.045422050526258e-07,3.877929964329672e-07,-1.5634755408059838e-06,-1.576825347862118e-06
til,-1.1479370674717084e-05,-1.9531989773464753e-05,-2.2015348249093847e-05,-8.882293746656503e-06,-1.0007270788102493e-05,-2.68525821674438e-05,1.4409671490768519e-05,1.559900372527537e-05,-3.222425297884592e-05,-1.5928304840480618e-05
tile,-1.1619447076825547e-05,-8.600693706933963e-06,-7.925968422265522e-06,-1.0998137691963499e-05,-6.4527331904558236e-06,-1.3102120124478865e-05,6.468552751278554e-06,4.3234869811919845e-06,-1.692959669472251e-05,-1.666172815139408e-05
tility,-1.0791556790173593e-06,-8.097613701059944e-07,-8.536903616217825e-07,-9.75412353762673e-07,-6.217390070372422e-07,-1.2407115410627798e-06,6.002142454967298e-07,3.7884933021157733e-07,-1.6434633644176102e-06,-1.33182122284156e-06
till,-3.570161215715177e-05,-3.543502928419622e-05,-3.918476032592254e-05,-2.4114176078368062e-05,-2.1129748927008013e-05,-4.9743614840354066e-05,3.3205399842992786e-05,4.5044193467527015e-06,-5.9129242183282925e-05,-4.9974182257640694e-05
tilts,-3.3240869179750492e-06,-2.630109761959431e-06,-3.4040305155548085e-06,6.451883942961137e-06,1.4935256126438563e-06,-8.954078947799889e-07,2.0385023160624123e-06,1.1234302459820437e-06,-3.963713524011789e-06,-3.536141737135981e-06
tim,-1.5314275113505984e-05,-1.160297926205987e-05,-1.2376716634952535e-05,-1.4984591973546867e-05,-9.451686453010393e-06,-1.855596078677798e-05,9.658606595939507e-06,5.9559576213738775e-06,-2.5414098389966467e-05,-1.2942959728058714e-05
timberlake,-1.3965101662568701e-05,-1.0101666216864196e-05,-1.0335172836408693e-05,-1.3374915924692449e-05,-7.40744622201876e-06,-1.2568842207180499e-05,8.353187034341229e-06,5.15478903706737e-06,-1.8447733478095878e-05,-1.75668712940793e-05
timbre,-1.525808332383671e-06,-1.2518224832313437e-06,3.6594061991560317e-06,-1.0401532813167669e-06,-7.120479948246438e-07,-1.4883187055789464e-06,-2.756463635434406e-06,-4.0514080253262357e-07,7.199856466666734e-07,-1.3615210878774626e-06
timbuktu,6.553683331638603e-06,-9.449773805782399e-07,-1.250445392505281e-06,-1.534264885220005e-06,-1.0790841826791277e-06,-1.9032989059212536e-06,1.5611154412685994e-06,1.0681010980615828e-06,-3.045725708360848e-06,-2.32504304981778e-06
time,-0.0007055265314821772,-0.0006699933716030291,-0.0005438649989026708,-0.0004466830779009873,-0.0004249644474394536,-0.0008402505602652209,0.00024072754152138146,0.00021224603927760908,-0.0010714085875896868,-0.0009791966836890749
timed,-2.7691813775762507e-06,2.8719477572917744e-06,-2.217061869574047e-06,1.4475295241467915e-06,-1.2897345781487284e-07,-1.9111582159189212e-06,1.5972375875092862e-06,1.1003263857018534e-06,-3.969568164034375e-06,1.8081379317022165e-06
timeline,-9.505947910057696e-06,-7.37641325831413e-06,-7.638418915521548e-06,-9.871252861086036e-06,-6.350062742249724e-06,-6.994411828366845e-06,3.3319627127415933e-06,2.604699285918593e-06,-1.3105708828949457e-05,-1.4464412745604077e-05
timer,-5.848030898703798e-06,-4.51179409912512e-06,-4.6625757679846495e-06,-5.733892274703114e-06,-3.6810088066962344e-06,-5.576589897539297e-06,3.187638903711089e-06,2.748911712169476e-06,-8.219646366808569e-06,-2.0666590778659397e-06
timers,-6.652046791736287e-06,-5.077479587356117e-06,-5.408150259842005e-06,-6.767166212164066e-06,-4.130041395240873e-06,-8.092669282249252e-06,3.70143241870401e-06,2.6841567281927015e-06,-1.0824640952467227e-05,-1.1333811683772964e-05
times,-0.00014087080615614357,-0.00013182596258745836,-0.00014425697473190746,-0.0001742088758523588,-0.00011419275849202893,-0.00016722633406114192,0.00010383536152977503,5.536447443520272e-05,-0.0002457758322617077,-0.00020096605539662366
timesed,-1.3930064620619151e-06,-1.0851777032662772e-06,-1.1536359547722667e-06,-1.352565135172042e-06,-9.064400438872117e-07,-1.8221420670100449e-06,1.1697582519018172e-06,7.881577916374709e-07,-2.6791442116279596e-06,-2.3021334951293843e-06
timesensitive,-4.80416958247356e-06,-3.532223828661213e-06,-3.850719978432777e-06,-4.575719847134568e-06,-2.8197400950510542e-06,-5.8697446068655314e-06,3.3265087339251722e-06,2.045783303920937e-06,-8.188992628370025e-06,-7.584456324160566e-06
timeshares,-5.274754993477659e-07,-4.0208758238342406e-07,-4.255214539860291e-07,-5.105204083255739e-07,-3.176537671385304e-07,-6.268938220977083e-07,3.374092641491169e-07,2.158537318836463e-07,-8.708917622970708e-07,-7.769333856698293e-07
timewasting,-7.922373790373156e-07,-6.087949563553219e-07,-6.331091199015445e-07,-7.64368197998421e-07,-4.85114244708611e-07,-9.402108473653297e-07,3.3145690117695764e-07,2.5574145291198276e-07,-1.1642384960391415e-06,-1.2051264438063847e-06
timey,-1.0633989947553937e-06,-8.216893551444088e-07,-8.904534953788448e-07,-1.1015930966507355e-06,-6.962660523645347e-07,-1.3843976416760505e-06,-1.5495170278336733e-06,-1.4212141459203378e-07,6.681827137789866e-09,-1.207924985709905e-06
timing,-1.561344439462221e-05,5.769341582220283e-06,-1.0737909803173878e-05,-1.050841370146269e-05,-8.044893448382138e-06,-1.1208767705552097e-05,1.0437422708371593e-05,4.1501400529564725e-06,-2.3847893413746304e-05,-1.5106011498697147e-05
timings,-1.123625072010176e-06,-8.73000513527685e-07,-9.256633970469815e-07,-1.0813322105481344e-06,-6.877463920835113e-07,-1.3807072036797585e-06,6.245077389121462e-07,4.274006398116907e-07,-1.8306244250266033e-06,-1.8023867112553748e-06
timothy,-3.833427014992854e-06,-3.2091258304160196e-06,-5.406805212676986e-06,2.2227085700716762e-05,7.147393881171315e-06,2.5354850978236457e-06,1.2764857380582106e-06,7.886584349597027e-07,-2.5750451763402636e-06,-3.5899923128733236e-06
tin,-7.85544943399829e-06,-6.298451174566046e-06,1.555992369271185e-05,-5.1030723203802855e-06,-3.45342811516434e-06,-6.875425295096567e-06,3.862475623388592e-06,2.670380361610858e-06,-1.0936074052369593e-05,-8.089768574819837e-06
tina,2.9843887000324793e-06,-1.7273049231681762e-06,-2.0194515195113905e-06,-2.470393428006446e-06,-1.5842960140641076e-06,-3.0746469971558594e-06,2.6159440297167772e-06,1.5494396137745269e-06,-2.558214417808172e-06,-3.2088614717210194e-06
tinder,-2.62866176295069e-06,-1.9622179173404985e-06,-2.0900385467997196e-06,-2.5428595812989375e-06,-1.6106498738531727e-06,-3.1532380491250415e-06,1.1951276003039507e-06,7.898073736760244e-07,-3.869421756965057e-06,-4.118321144209063e-06
tinfoil,-9.759226175529192e-07,-7.502818532346561e-07,-8.324039261571314e-07,-1.0244059043873631e-06,-6.46597248008687e-07,-1.2933953551251808e-06,-1.1458649128953523e-06,-4.705643250583377e-08,-2.9332064762931493e-07,-1.1572807900109906e-06
tingly,-1.09137843929825e-06,-9.031827964625761e-07,-1.1445363395403386e-06,1.4679858098285721e-06,2.138912869558759e-07,-7.191141501425727e-07,7.616934370740094e-07,3.861529268816196e-07,-1.7853400847067626e-06,1.9621491079839014e-06
tiniest,-3.935996454863209e-06,-3.001350169401412e-06,-3.1494357577287773e-06,-3.7672139729971416e-06,-2.405216758578668e-06,-4.578073763378231e-06,2.0177680951819405e-06,1.5371743853919088e-06,-6.068313743448524e-06,-6.276293680375544e-06
tink,-1.1379241656224546e-05,-8.963939290351912e-06,-8.992047089284972e-06,-1.0829391701334983e-05,-6.911588687312798e-06,-1.3791026246764948e-05,3.119459155066249e-06,2.9298778271986625e-06,-1.5457033062540286e-05,-1.7475878171559893e-05
tinkerbell,-1.7915624123611564e-05,-1.3533679263058967e-05,-1.4583587200249576e-05,-1.6832220869001e-05,-1.0687122433565234e-05,-2.203072103619179e-05,1.155758672132771e-05,7.950514034502353e-06,-3.0695085845997876e-05,-3.026839417438513e-05
tinkering,-8.03566416220328e-07,-6.04592319808935e-07,-6.166271704548957e-07,-7.655760547246536e-07,-4.720121640964181e-07,-8.860411614833122e-07,4.812275981446814e-07,3.036564799078852e-07,-1.2072617807305908e-06,-1.168356712941505e-06
tinkles,-6.4819536793823745e-06,-5.117783589336385e-06,-5.38708908386326e-06,-6.791280885259586e-06,-4.2769628453406806e-06,-7.391165542781079e-06,7.0434061209246774e-06,3.996527670602917e-06,-1.4893861813345335e-05,-4.70584393177074e-07
tinky,-4.785168713198449e-07,-3.7021057156792753e-07,-3.810862833626747e-07,-4.5674728383842757e-07,-2.94738426225376e-07,-5.848879671905826e-07,3.7229887376821654e-07,2.1299949317245093e-07,-8.529770096276256e-07,1.3738901994688527e-07
tinsel,-5.316609051648323e-06,-5.124820468692333e-06,4.4465781896451463e-05,-2.2944272871597304e-07,-5.34884970751993e-08,-2.412926939821832e-06,5.8818415942240945e-06,-1.4548125781192706e-06,-5.229343809622646e-06,-1.3576644045258486e-06
tint,-5.653813057472644e-07,-4.2577698183998897e-07,-4.546288202287577e-07,-5.437472052615348e-07,-3.3874842118100467e-07,-6.5681778499704e-07,2.93547896821192e-07,1.9932145575011168e-07,-8.703280073306232e-07,-6.988780568671883e-07
tinted,-1.3729925540849876e-06,-1.0469658274288883e-06,-1.1196385302557784e-06,-1.3474161263435314e-06,-8.595083610941097e-07,-1.5033496092457568e-06,8.917107188856314e-07,5.740405323406738e-07,-2.262599646248602e-06,-2.143729218444273e-06
tiny,-5.2168483537533716e-05,-3.885181713764857e-05,-3.692301263001225e-05,-4.291536850196276e-05,-2.9710178468347568e-05,-6.127697190396685e-05,4.0093614060144e-05,1.341881539148204e-06,-6.305916270179143e-05,-4.8610831340803635e-05
tip,-4.256368135340546e-05,-3.3082474043110104e-05,-2.6870365041398234e-05,-4.6594527552929735e-05,-3.241793643517008e-05,1.3067390874560756e-05,2.6006965959702455e-05,1.51070549339725e-05,-6.361664294215288e-05,-3.976541170236021e-05
tipped,-1.3274686816146353e-05,-1.0041357255888075e-05,-1.0653451943472754e-05,-1.305817783570344e-05,-8.190929135861309e-06,-1.605021608285234e-05,5.929579731048741e-06,4.863401535501322e-06,-2.0447799057640648e-05,-2.1335645241752157e-05
tipping,1.0562844044637011e-06,-5.882745519104279e-07,-6.627923567858704e-07,-8.375489401838307e-07,-5.224944890767518e-07,-9.68672393537967e-07,5.170029246691766e-07,3.600740337628678e-07,-1.3853304183400146e-06,-1.493210524535039e-06
tips,-1.0740889308162091e-05,-9.129140047316865e-06,-9.673831290556572e-06,-1.08354771690001e-05,-7.807541312362793e-06,-1.4853157364653594e-05,1.537946539743334e-05,9.54873711188237e-06,-2.4396901812211592e-05,0.00011086964408407356
tipsy,-3.077619119636288e-06,-2.377880717035017e-06,-2.4869144265389394e-06,-3.0169856732607893e-06,-1.8862732671982154e-06,-3.7410464229006746e-06,1.5825900736144354e-06,1.0995779174657456e-06,-4.856143251716578e-06,-5.164120166245189e-06
tiptoeing,-4.6976455616826225e-07,-3.632523917113577e-07,-4.2943779199476766e-07,4.6189078452707005e-08,-1.0748222673239484e-07,-4.2998467404112425e-07,3.3119805833586444e-07,1.990194445486704e-07,-7.740208491127498e-07,-4.161666475122001e-08
tiptop,-1.3938324305746953e-05,-1.0079956554150052e-05,-1.0309975792903928e-05,-1.3084771500605404e-05,-7.159795245065642e-06,-1.4717457398104418e-05,5.241962185308744e-06,4.365465013774075e-06,-1.5993602460282438e-05,-1.689127335755697e-05
tiramisu,-6.398697446797409e-06,-5.222030591600195e-06,-7.784343604881737e-06,2.1194927936563286e-05,5.829811107319743e-06,3.0980559772672854e-06,2.597680100054201e-06,1.3230405201074585e-06,-6.2076687639359496e-06,-7.677941884129794e-06
tire,-1.9024172313979132e-05,-1.4854799105659352e-05,-1.1115512521176894e-05,-1.6143714946697853e-05,-1.2944745776288011e-05,8.231773965386946e-06,1.0400226130946227e-05,6.986678832292808e-06,-2.7369525536243685e-05,-1.8451225911211145e-05
tired,5.549918530268647e-06,-6.531468097556478e-06,-3.286767598894774e-05,-3.908490281650988e-05,-2.563170181134128e-05,-5.201122323988218e-05,4.7280541812231854e-05,-2.2266364014371196e-06,-5.541246639816922e-05,-2.3217179988253026e-05
tirelessly,-3.807713981908931e-07,-2.8355708732699686e-07,-2.992764652519071e-07,-3.662608725582243e-07,-2.2748606795808406e-07,-4.3056261632655235e-07,2.3471082224508478e-07,1.51542779883722e-07,-5.97152497105161e-07,-5.728765290445599e-07
tires,-4.2236032419888084e-05,-3.0247844151421612e-05,1.0461773662496233e-05,-3.603798109902066e-05,-2.8088352503085663e-05,1.11097123774321e-05,3.3094618736781176e-05,1.4884798735908494e-05,-6.975946271012122e-05,0.00011027064361484698
tiring,-4.118371853149155e-06,-3.6089415536409047e-06,2.0645989183210033e-05,-1.1073333669616504e-06,-9.180741906870977e-07,-2.7648094537486734e-06,1.5859097759881352e-06,9.977059543717306e-07,-4.593356284288275e-06,-5.239581832812965e-06
tis,-3.796894763700283e-07,-2.908688767643935e-07,-3.295299322571196e-07,-3.102323086998648e-08,-1.0531521187468166e-07,-3.5111623917340935e-07,2.1233176281855438e-07,1.441855301413975e-07,-5.571373311162196e-07,-5.369762483215792e-07
tissue,-1.0344405596741553e-05,-7.974718871035312e-06,-9.701262119513344e-06,5.608495103944327e-06,-6.529214912979422e-07,-7.658427510695646e-06,4.562055063743454e-06,3.4524692344665834e-06,-1.3814160990399036e-05,-1.437449949758375e-05
tissues,-6.277790794778583e-06,-4.729601818337489e-06,-4.796566866623627e-06,-5.557051576541417e-06,-3.547733253654653e-06,-6.724656139538678e-06,4.519601916483276e-06,2.5327009668436755e-06,-9.775059587791963e-06,-7.891409326455168e-06
tit,-2.404573224435334e-05,-1.784546713480111e-05,-1.8498878841777612e-05,-2.362586870459822e-05,-1.360969328923881e-05,-2.7802994640230722e-05,3.801101903228919e-05,-1.791549104837511e-05,-1.0834512323084848e-05,-3.1987948442915585e-05
titan,-3.08121558804485e-06,-2.3361683140889992e-06,-2.4443349449599697e-06,-3.1997587503468603e-06,-1.9881743606525504e-06,-3.5628821636406483e-06,1.6666708568074757e-06,1.067846564645361e-06,-4.615439187996148e-06,-5.300915060657872e-06
titanic,-2.6029589949848146e-05,-1.919820743134395e-05,-1.9712109006219257e-05,-2.3704147040738918e-05,-1.3226245300359943e-05,-2.758772491215743e-05,1.633741004160223e-05,9.996015156927953e-06,-3.591111510863628e-05,-3.407995096257521e-05
titans,-3.732915720942987e-06,-2.7392479297034584e-06,-2.949294275674501e-06,-3.609981381124585e-06,-2.229492817783178e-06,-4.434281322204882e-06,2.109310646161606e-06,1.493255261271516e-06,-5.918863986686802e-06,-6.0372367519013815e-06
titillate,-2.6066452682237705e-06,-1.962663633255686e-06,-2.100049752729952e-06,-2.532699994542614e-06,-1.5910740755008883e-06,-2.995280920706427e-06,1.4713625232288256e-06,1.0852688269874045e-06,-4.185328405866513e-06,-4.282945654022895e-06
titillated,-3.1682438993162106e-06,-2.359160956041821e-06,-2.557266993510979e-06,-2.9884155041009896e-06,-1.8043833001128155e-06,-3.7816622154671446e-06,1.9593706118472477e-06,1.2965184709098871e-06,-5.105440165990155e-06,-4.937853377609098e-06
title,-2.999378652606694e-05,-2.4180051261115787e-05,-3.288963393136736e-05,6.236813669441739e-05,1.452466860883557e-05,-1.2550388822422345e-05,6.276284156040384e-06,7.192873175257696e-06,-3.208311559926509e-05,-1.9017005409661374e-05
titles,-3.638892074375732e-06,-2.7595399108261097e-06,-3.141463713272223e-06,-8.136376783615002e-07,-1.2011701205801202e-06,-3.578734151634134e-06,1.5799507009841917e-06,1.298060014051642e-06,-5.159829720949736e-06,-5.644290705256613e-06
tito,-1.1976435074772017e-05,-8.6678056091132e-06,-9.458478842128016e-06,-1.1318208561746634e-05,-7.295565251905742e-06,-1.4702941962221803e-05,1.618260180091515e-06,2.45804973929909e-06,-1.4853748108306772e-05,-1.8329739287195183e-05
titre,-1.603664661565101e-06,-1.1723239078841156e-06,-1.197807534272922e-06,-1.4487313350528424e-06,-8.566567971005237e-07,-1.6484201995970624e-06,1.061850642790917e-06,6.300548133696915e-07,-2.2630504212881712e-06,-1.881541034545194e-06
tittle,-8.752329248958735e-07,-6.548230601004886e-07,-6.792830398354466e-07,-8.149799729758833e-07,-4.96350026339633e-07,-9.606953980583045e-07,5.159987510607655e-07,3.333581057024483e-07,-1.2735182233103517e-06,-1.1298812286453998e-06
tivo,2.3819593066611907e-06,-1.8410709400990856e-06,-2.1919935987403616e-06,-2.5708787790670516e-06,-1.6766832977903697e-06,-3.3350749115755337e-06,-8.639242188563907e-08,6.363706212103389e-07,-3.2907273663609907e-06,-1.373616909793738e-06
tivoed,-5.001710766399546e-07,-3.8482506736225644e-07,-4.1039452305388125e-07,-4.753636480036345e-07,-3.00931181259259e-07,-6.118301144632298e-07,2.8799614231661776e-07,1.79429767296316e-07,-8.173604000643275e-07,-7.202290144245217e-07
tizown,-7.213687147911854e-07,-5.45503056807754e-07,-5.590927615016662e-07,-6.759540963783714e-07,-4.244355674930583e-07,-8.210473459583934e-07,4.638440750604457e-07,2.831551404899976e-07,-1.1393694418100956e-06,-9.520367040938627e-07
tizzy,-4.6230234845588303e-07,-3.585892201216181e-07,-3.843617862508563e-07,-4.822008475774368e-07,-3.077654144130128e-07,-6.117139432863682e-07,-5.375297016134076e-07,-1.998726364457566e-08,-1.4546987984494954e-07,-5.796854414283558e-07
tj,-2.6607611665785823e-06,-2.348624155626101e-06,-4.607027908740771e-06,2.4372911826149745e-05,8.151602066088081e-06,4.049660133572088e-06,5.055033079707323e-07,2.603773767701986e-07,-8.305780834009489e-07,-2.1983369086971838e-06
tlc,-4.255407619719692e-06,-3.2403818043355957e-06,-3.4781943231731834e-06,-2.7949477064060394e-06,-2.0843022436673085e-06,-4.513434575163216e-06,2.205775267586977e-06,1.6237661675522475e-06,-6.3831049144075395e-06,-6.321304443639799e-06
tm,-5.7198079589900995e-06,-4.200109528221614e-06,-4.227557194700245e-06,-5.123074634700964e-06,-3.029444476712271e-06,-5.797677951684435e-06,3.987833803417179e-06,2.2520983260537244e-06,-8.097513615649332e-06,-6.4983761790609444e-06
tman,-3.440100323193433e-06,-2.695377509125718e-06,-2.675541850371466e-06,-2.545894260188559e-06,-1.8788423549431966e-06,-3.191374655676959e-06,4.117748685091606e-06,1.1237662395658106e-06,-6.6229774026182594e-06,-1.5291725288996182e-06
tmi,-1.8555528963554705e-05,-1.9866251123940255e-05,0.0002869741362316258,1.7992167799705185e-05,8.593691891056196e-06,7.643656705672944e-06,2.6479422450728435e-06,5.86089347120188e-07,-2.439016072315936e-06,-1.6757628818955832e-06
tmoney,-2.6212499919810642e-06,-1.9485913234467995e-06,-2.042054548127283e-06,-2.476952314224902e-06,-1.5183043551772272e-06,-3.027195611528098e-06,1.7098188491503102e-06,1.0259122029681858e-06,-4.128242445578888e-06,-3.926273598571722e-06
tno,-4.564803757643992e-06,-3.443549239630858e-06,-3.6808252774365723e-06,-4.418163810586474e-06,-2.673204893124413e-06,-5.381491703576038e-06,2.7447789031162262e-06,1.681506500036722e-06,-7.169235030072637e-06,-7.051319925654604e-06
tnt,-7.243205576722863e-06,-5.400788879472362e-06,-5.915220387158381e-06,-7.212354845081432e-06,-4.636360326007638e-06,-9.140406177746989e-06,1.9734234430425516e-06,2.427903404239137e-06,-1.0934431580472847e-05,-1.295057398376169e-05
to,-0.003894750824553664,-0.003033001113948748,-0.002779364308967851,-0.0031506151372096333,-0.0024172289973533947,-0.0037947845376200824,0.0013179866893706163,0.0011522349103020434,-0.004624816197166381,-0.005313168663701811
toad,-5.779047033804663e-07,-4.319290559912516e-07,-4.6138225062254256e-07,-5.573442809533187e-07,-3.4431431387034453e-07,-6.635114387528238e-07,3.4283972606066554e-07,2.3596643813762293e-07,-9.161949463349147e-07,-8.95444438220746e-07
toast,0.0005281413188934852,-2.433959924380966e-05,-4.514229399758793e-05,-5.3452988964057764e-05,-3.6535408549022204e-05,-7.085191553786026e-05,2.7859502280526452e-05,2.419693161055153e-05,-9.703047892310708e-05,-9.51044298072623e-05
toasted,-3.776375309681777e-07,-1.0026102685139914e-06,-1.0953058807840544e-06,-1.2854386210439947e-06,-8.276631008955077e-07,-1.6307613584228648e-06,7.913827084482564e-07,5.445143007548042e-07,-2.247246498582113e-06,-2.2441532822570887e-06
toaster,-3.906692297064509e-05,-2.952162318418718e-05,-2.280857895005224e-05,-3.346821321655611e-05,-2.1197646853551768e-05,-4.3736474263522805e-05,2.211195549679295e-05,1.5009520226940834e-05,-6.027027479063557e-05,-5.83582993329518e-05
toasters,-7.591739687536375e-07,-5.859038489401434e-07,-7.253288725864777e-07,4.809654805863723e-07,-1.225704673220092e-08,-5.868664015857467e-07,3.830972773727242e-07,2.5592380657954986e-07,-1.0651904043660158e-06,-1.0744246898546926e-06
toasting,-1.5824764163277188e-06,-1.1990046805753458e-06,-1.302634199685987e-06,-1.528948571285805e-06,-9.793842468306436e-07,-1.9194503856099356e-06,6.576370408610078e-07,6.083412385365332e-07,-2.5028458673761204e-06,-2.6853277937233215e-06
toastmasters,-1.1352354370628008e-05,-8.694627488229483e-06,-9.206364097283847e-06,-1.1418131521267155e-05,-7.175574919604321e-06,-1.4089215583742722e-05,-1.6052785325003277e-06,2.8283359354568355e-06,-1.2477419786973021e-05,-1.7822166919614866e-05
toasts,-1.607978790974736e-06,-2.8958911970579127e-06,-3.0893350103957337e-06,-3.778560470654625e-06,-2.399045329555625e-06,-4.644162573739434e-06,1.9340685425543588e-06,1.3702169061953774e-06,-5.941347446757962e-06,-5.821675886551226e-06
toasty,-9.597513666680628e-07,-7.325051709739071e-07,-7.628144762695446e-07,-9.425711190873476e-07,-5.874313600269771e-07,-1.1454063205964121e-06,6.457353152948529e-07,3.2092400808171917e-07,-1.5714984716335444e-06,-1.4591075945708222e-06
tobacco,-1.469307782311096e-06,-1.1580111821029048e-06,-1.5654578856377816e-06,2.7754355046868067e-06,6.24385565741212e-07,-6.625132199944245e-07,5.688480210154101e-07,3.9203952192758723e-07,-1.7720994973448402e-06,-2.0943837864040915e-06
tobeeyy,-7.537817077568425e-07,-6.0055221654386e-07,-8.096486724025605e-07,1.7001466840276266e-06,4.2624099137625387e-07,-1.2107761056595315e-07,3.3734337197867455e-07,2.0129392030143346e-07,-7.897198095498167e-07,-9.164242764322637e-07
tobes,5.527934654999367e-05,-2.544827384847401e-06,-5.022170608792609e-06,-9.765328491177077e-06,-7.676730837348209e-06,2.2191738649244998e-05,3.0380516819510996e-06,2.3104992772623557e-06,-7.161439912162535e-06,-7.906956246489178e-06
toblerone,-2.7767329559292534e-06,-2.1113515482029985e-06,-2.1955277053264173e-06,-2.3812561386459904e-06,-1.589631012431788e-06,-2.832084856283736e-06,1.7619106021431182e-06,1.1010523170518954e-06,-4.3837623050244075e-06,-4.157539032756168e-06
toboggan,-8.770323190269434e-07,-6.857809903115507e-07,-8.519830260202886e-07,7.546066688591228e-07,4.923274690960048e-08,-6.059744508012556e-07,3.8667312062799086e-07,2.8863867955431747e-07,-1.161143475400914e-06,-1.1420008582661735e-06
toby,-0.0003138328863599408,-0.00022291290636631113,-0.00035879986725538755,-0.0006960363579570158,-0.0005820676558896048,0.0013012808704112569,0.000287986984435858,0.0003754667718114191,-0.00039220924906687696,-0.0006613756495320935
tobys,-3.462102000833519e-06,-2.657879151649069e-06,-2.6508751185768676e-06,-3.241522198507604e-06,-2.114796322047702e-06,-4.085571191094026e-06,2.1956402037276966e-06,1.4059692250972644e-06,-5.822854842351424e-06,-5.542060981880749e-06
tock,-6.002425533724932e-07,-4.583743321461061e-07,-4.853447468753326e-07,-6.080466568140242e-07,-3.8475922736786187e-07,-7.428042365921969e-07,-3.6410281278154065e-07,4.2913812591715746e-08,-4.02719027312571e-07,-8.013675387824962e-07
today,-0.0004218830013114055,-0.0003444063389778579,-0.0002677283928992583,-0.0003361112492929182,-0.00027266694813223854,-0.00024183641766114937,2.7081656449127665e-05,8.425770431800155e-05,-0.00043948431247513525,-0.0003423671458455414
todays,-2.0979760094438107e-06,-1.5802915365063912e-06,-1.6649925002156045e-06,-2.0403407305167984e-06,-1.2554206768574598e-06,-2.3607322602236542e-06,1.152427153991739e-06,8.559929876570858e-07,-3.212315880195981e-06,-3.3417829121499445e-06
todd,-6.139728892010198e-05,-4.307374776635716e-05,-6.175821569467844e-05,-6.389078902617706e-05,-4.720871826760918e-05,-4.476943433386955e-05,4.038942332257736e-05,4.789454975234683e-05,-8.799611591991158e-05,-4.9742811452095824e-05
toddlers,-2.867205644542028e-06,-2.1350853841016796e-06,-2.258871541753403e-06,-2.8556075048669513e-06,-1.672542160371076e-06,-3.2238470070009113e-06,1.7048259722279765e-06,1.1337957452096809e-06,-4.361642539830912e-06,-4.445521703858249e-06
