term_str,term_rank,n,p,i,n_chars,max_pos_group,max_pos,n_pos_group,n_pos,stop,porter_stem,df,idf,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
destructive,8520,3,3.822508202465518e-06,17.997048971951664,11,JJ,JJ,1,1,0,destruct,3,14.28552263109145,42.856567893274345,1,0,1,1,0,1,0,0,0,0,-1
miraculous,8525,3,3.822508202465518e-06,17.997048971951664,10,JJ,JJ,1,1,0,miracul,3,14.28552263109145,42.856567893274345,0,0,0,0,1,0,1,0,1,0,1
accusation,8529,3,3.822508202465518e-06,17.997048971951664,10,NN,NN,1,1,0,accus,3,14.28552263109145,42.856567893274345,1,0,1,0,0,1,0,0,0,0,-1
growl,8530,3,3.822508202465518e-06,17.997048971951664,5,NN,NN,2,2,0,growl,3,14.28552263109145,42.856567893274345,1,0,0,1,0,1,0,0,0,0,-1
affection,8535,3,3.822508202465518e-06,17.997048971951664,9,NN,NN,1,1,0,affect,3,14.28552263109145,42.856567893274345,0,0,0,0,1,0,1,0,0,1,1
endangered,8556,3,3.822508202465518e-06,17.997048971951664,10,VB,VBD,2,2,0,endang,3,14.28552263109145,42.856567893274345,0,0,0,1,0,1,0,0,0,0,-1
triumph,8557,3,3.822508202465518e-06,17.997048971951664,7,NN,NN,1,1,0,triumph,2,14.870485131812606,29.74097026362521,0,1,0,0,1,0,1,0,0,0,1
infection,8559,3,3.822508202465518e-06,17.997048971951664,9,NN,NN,1,1,0,infect,3,14.28552263109145,42.856567893274345,0,0,0,1,0,1,0,0,0,0,-1
cane,8561,3,3.822508202465518e-06,17.997048971951664,4,NN,NN,1,1,0,cane,3,14.28552263109145,42.856567893274345,1,0,0,1,0,0,0,0,0,0,0
predicament,8594,3,3.822508202465518e-06,17.997048971951664,11,NN,NN,1,1,0,predica,3,14.28552263109145,42.856567893274345,0,0,0,1,0,1,0,0,0,0,-1
depth,8597,3,3.822508202465518e-06,17.997048971951664,5,NN,NN,1,1,0,depth,3,14.28552263109145,42.856567893274345,0,0,0,0,0,0,1,0,0,1,1
burial,8603,3,3.822508202465518e-06,17.997048971951664,6,NN,NN,1,1,0,burial,3,14.28552263109145,42.856567893274345,1,0,0,1,0,1,0,1,0,0,-1
chairman,8604,3,3.822508202465518e-06,17.997048971951664,8,NN,NN,1,1,0,chairman,3,14.28552263109145,42.856567893274345,0,0,0,0,0,0,1,0,0,1,1
engaging,8608,3,3.822508202465518e-06,17.997048971951664,8,VB,VBG,1,1,0,engag,3,14.28552263109145,42.856567893274345,0,0,0,0,1,0,1,0,0,1,1
twinkle,8624,3,3.822508202465518e-06,17.997048971951664,7,NN,NN,2,2,0,twinkl,3,14.28552263109145,42.856567893274345,0,1,0,0,1,0,1,0,0,0,1
orgasm,8630,3,3.822508202465518e-06,17.997048971951664,6,VB,NN,2,3,0,orgasm,3,14.28552263109145,42.856567893274345,0,1,0,0,1,0,1,0,0,0,1
hail,8643,3,3.822508202465518e-06,17.997048971951664,4,NN,NNP,1,1,0,hail,3,14.28552263109145,42.856567893274345,0,0,0,0,0,1,1,0,0,1,0
subordinate,8674,3,3.822508202465518e-06,17.997048971951664,11,NN,NN,1,1,0,subordin,3,14.28552263109145,42.856567893274345,0,0,0,1,0,1,0,0,0,0,-1
holocaust,8675,3,3.822508202465518e-06,17.997048971951664,9,NN,NNP,1,2,0,holocaust,3,14.28552263109145,42.856567893274345,1,0,1,1,0,1,0,1,0,0,-1
disability,8680,3,3.822508202465518e-06,17.997048971951664,10,NN,NN,1,1,0,disabl,3,14.28552263109145,42.856567893274345,0,0,0,0,0,1,0,1,0,0,-1
remarkable,8692,3,3.822508202465518e-06,17.997048971951664,10,JJ,JJ,1,1,0,remark,3,14.28552263109145,42.856567893274345,0,0,0,0,1,0,1,0,1,1,1
virgin,8712,3,3.822508202465518e-06,17.997048971951664,6,NN,NN,2,2,0,virgin,3,14.28552263109145,42.856567893274345,0,0,0,0,0,0,1,0,0,1,1
punishing,8715,3,3.822508202465518e-06,17.997048971951664,9,VB,VBG,1,1,0,punish,3,14.28552263109145,42.856567893274345,1,0,0,1,0,1,0,1,0,0,-1
sham,8743,3,3.822508202465518e-06,17.997048971951664,4,NN,NN,1,1,0,sham,3,14.28552263109145,42.856567893274345,1,0,1,0,0,1,0,0,0,0,-1
slaughterhouse,8757,3,3.822508202465518e-06,17.997048971951664,14,NN,NN,1,1,0,slaughterhous,3,14.28552263109145,42.856567893274345,1,0,1,1,0,1,0,1,0,0,-1
lunatic,8801,3,3.822508202465518e-06,17.997048971951664,7,JJ,JJ,2,2,0,lunat,3,14.28552263109145,42.856567893274345,1,0,1,1,0,1,0,0,0,0,-1
interior,8813,3,3.822508202465518e-06,17.997048971951664,8,JJ,JJ,2,2,0,interior,3,14.28552263109145,42.856567893274345,0,0,1,0,0,0,1,0,0,1,1
boredom,8823,3,3.822508202465518e-06,17.997048971951664,7,NN,NN,2,2,0,boredom,3,14.28552263109145,42.856567893274345,0,0,0,0,0,1,0,1,0,0,-1
ransom,8827,3,3.822508202465518e-06,17.997048971951664,6,NN,NN,2,2,0,ransom,3,14.28552263109145,42.856567893274345,1,0,0,1,0,1,0,0,0,0,-1
fuss,8855,3,3.822508202465518e-06,17.997048971951664,4,NN,NN,1,1,0,fuss,3,14.28552263109145,42.856567893274345,1,0,0,0,0,1,0,1,0,0,-1
harmony,8857,3,3.822508202465518e-06,17.997048971951664,7,NN,NN,1,1,0,harmoni,3,14.28552263109145,42.856567893274345,0,0,0,0,1,0,1,0,0,1,1
appreciation,8875,3,3.822508202465518e-06,17.997048971951664,12,NN,NN,1,1,0,appreci,3,14.28552263109145,42.856567893274345,0,0,0,0,1,0,1,0,0,1,1
moral,8882,3,3.822508202465518e-06,17.997048971951664,5,JJ,JJ,1,1,0,moral,3,14.28552263109145,42.856567893274345,1,0,0,0,0,0,1,0,0,1,1
upright,8888,3,3.822508202465518e-06,17.997048971951664,7,VB,VBD,2,2,0,upright,3,14.28552263109145,42.856567893274345,0,0,0,0,0,0,1,0,0,1,1
courtship,8894,3,3.822508202465518e-06,17.997048971951664,9,NN,NN,1,1,0,courtship,3,14.28552263109145,42.856567893274345,0,1,0,0,1,0,1,0,0,1,1
gambler,8923,3,3.822508202465518e-06,17.997048971951664,7,NN,NN,1,1,0,gambler,3,14.28552263109145,42.856567893274345,0,1,0,0,0,1,0,0,1,0,-1
bankrupt,8928,3,3.822508202465518e-06,17.997048971951664,8,JJ,JJ,3,3,0,bankrupt,3,14.28552263109145,42.856567893274345,0,0,0,1,0,1,0,1,0,0,-1
bounty,8944,2,2.5483388016436784e-06,18.58201147267282,6,NN,NN,1,1,0,bounti,2,14.870485131812606,29.74097026362521,0,1,0,0,1,0,1,0,0,1,1
obscene,8954,2,2.5483388016436784e-06,18.58201147267282,7,JJ,JJ,2,2,0,obscen,2,14.870485131812606,29.74097026362521,0,0,1,0,0,1,0,0,0,0,-1
unspeakable,8956,2,2.5483388016436784e-06,18.58201147267282,11,JJ,JJ,1,1,0,unspeak,2,14.870485131812606,29.74097026362521,0,0,0,1,0,1,0,0,0,0,-1
gratitude,8981,2,2.5483388016436784e-06,18.58201147267282,9,NN,NN,1,1,0,gratitud,2,14.870485131812606,29.74097026362521,0,0,0,0,1,0,1,0,0,0,1
dastardly,8987,2,2.5483388016436784e-06,18.58201147267282,9,RB,RB,1,1,0,dastardli,2,14.870485131812606,29.74097026362521,1,0,1,1,0,1,0,0,0,0,-1
thankful,8989,2,2.5483388016436784e-06,18.58201147267282,8,JJ,JJ,1,1,0,thank,2,14.870485131812606,29.74097026362521,0,0,0,0,1,0,1,0,0,0,1
ungrateful,9000,2,2.5483388016436784e-06,18.58201147267282,10,JJ,JJ,1,1,0,ungrat,2,14.870485131812606,29.74097026362521,1,0,1,0,0,1,0,0,0,0,-1
cannon,9014,2,2.5483388016436784e-06,18.58201147267282,6,NN,NN,1,1,0,cannon,2,14.870485131812606,29.74097026362521,1,0,0,1,0,1,0,0,0,0,-1
infestation,9020,2,2.5483388016436784e-06,18.58201147267282,11,NN,NN,1,1,0,infest,2,14.870485131812606,29.74097026362521,0,0,1,1,0,1,0,0,0,0,-1
immoral,9027,2,2.5483388016436784e-06,18.58201147267282,7,JJ,JJ,1,1,0,immor,2,14.870485131812606,29.74097026362521,1,0,1,1,0,1,0,1,0,0,-1
sweets,9030,2,2.5483388016436784e-06,18.58201147267282,6,NN,NNS,1,1,0,sweet,2,14.870485131812606,29.74097026362521,0,1,0,0,1,0,1,0,0,0,1
console,9041,2,2.5483388016436784e-06,18.58201147267282,7,VB,VB,1,2,0,consol,2,14.870485131812606,29.74097026362521,0,0,0,0,0,0,1,1,0,0,1
swig,9045,2,2.5483388016436784e-06,18.58201147267282,4,NN,NN,1,1,0,swig,2,14.870485131812606,29.74097026362521,0,0,1,0,0,1,0,0,0,0,-1
plague,9048,2,2.5483388016436784e-06,18.58201147267282,6,NN,NN,1,1,0,plagu,2,14.870485131812606,29.74097026362521,0,0,1,1,0,1,0,1,0,0,-1
denying,9061,2,2.5483388016436784e-06,18.58201147267282,7,VB,VBG,1,1,0,deni,2,14.870485131812606,29.74097026362521,0,1,0,0,0,1,0,0,0,0,-1
insanity,9073,2,2.5483388016436784e-06,18.58201147267282,8,NN,NN,1,1,0,insan,2,14.870485131812606,29.74097026362521,1,0,1,1,0,1,0,1,0,0,-1
rotting,9078,2,2.5483388016436784e-06,18.58201147267282,7,VB,VBG,1,1,0,rot,2,14.870485131812606,29.74097026362521,0,0,1,0,0,1,0,0,0,0,-1
despise,9086,2,2.5483388016436784e-06,18.58201147267282,7,NN,NN,2,2,0,despis,2,14.870485131812606,29.74097026362521,1,0,1,0,0,1,0,0,0,0,-1
inferior,9104,2,2.5483388016436784e-06,18.58201147267282,8,JJ,JJ,1,1,0,inferior,2,14.870485131812606,29.74097026362521,0,0,0,0,0,1,0,1,0,0,-1
equality,9108,2,2.5483388016436784e-06,18.58201147267282,8,NN,NN,1,1,0,equal,2,14.870485131812606,29.74097026362521,0,0,0,0,1,0,1,0,0,1,1
negotiate,9115,2,2.5483388016436784e-06,18.58201147267282,9,VB,VB,1,1,0,negoti,2,14.870485131812606,29.74097026362521,0,0,0,0,0,0,1,0,0,1,1
pornography,9119,2,2.5483388016436784e-06,18.58201147267282,11,NN,NN,1,1,0,pornographi,2,14.870485131812606,29.74097026362521,0,0,1,0,0,1,0,0,0,0,-1
nun,9130,2,2.5483388016436784e-06,18.58201147267282,3,NN,NN,1,1,0,nun,2,14.870485131812606,29.74097026362521,0,0,0,0,0,1,0,0,0,1,-1
obituary,9152,2,2.5483388016436784e-06,18.58201147267282,8,JJ,JJ,1,1,0,obituari,2,14.870485131812606,29.74097026362521,0,0,0,0,0,1,0,1,0,0,-1
doom,9153,2,2.5483388016436784e-06,18.58201147267282,4,NN,NN,1,2,0,doom,2,14.870485131812606,29.74097026362521,0,0,0,1,0,1,0,0,0,0,-1
ecstatic,9156,2,2.5483388016436784e-06,18.58201147267282,8,JJ,JJ,1,1,0,ecstat,2,14.870485131812606,29.74097026362521,0,1,0,0,1,0,1,0,1,0,1
shepherd,9185,2,2.5483388016436784e-06,18.58201147267282,8,NN,NNP,1,1,0,shepherd,2,14.870485131812606,29.74097026362521,0,0,0,0,0,0,1,0,0,1,1
civilization,9204,2,2.5483388016436784e-06,18.58201147267282,12,NN,NN,1,1,0,civil,2,14.870485131812606,29.74097026362521,0,0,0,0,0,0,1,0,0,1,1
improvise,9210,2,2.5483388016436784e-06,18.58201147267282,9,VB,VB,1,1,0,improvis,2,14.870485131812606,29.74097026362521,0,1,0,0,0,0,1,0,1,0,1
outrage,9224,2,2.5483388016436784e-06,18.58201147267282,7,NN,NN,1,1,0,outrag,2,14.870485131812606,29.74097026362521,1,0,1,0,0,1,0,0,0,0,-1
dementia,9232,2,2.5483388016436784e-06,18.58201147267282,8,NN,NN,1,1,0,dementia,2,14.870485131812606,29.74097026362521,0,0,0,1,0,1,0,1,0,0,-1
scrutinize,9265,2,2.5483388016436784e-06,18.58201147267282,10,VB,VB,1,1,0,scrutin,2,14.870485131812606,29.74097026362521,0,1,0,0,0,1,0,0,0,0,-1
palsy,9280,2,2.5483388016436784e-06,18.58201147267282,5,NN,NN,1,1,0,palsi,2,14.870485131812606,29.74097026362521,0,0,1,1,0,1,0,1,0,0,-1
terrorism,9282,2,2.5483388016436784e-06,18.58201147267282,9,NN,NN,1,1,0,terror,2,14.870485131812606,29.74097026362521,1,0,1,1,0,1,0,1,0,0,-1
inconvenient,9291,2,2.5483388016436784e-06,18.58201147267282,12,NN,NN,1,2,0,inconveni,2,14.870485131812606,29.74097026362521,1,0,1,0,0,1,0,1,0,0,-1
usher,9292,2,2.5483388016436784e-06,18.58201147267282,5,NN,NNP,1,1,0,usher,2,14.870485131812606,29.74097026362521,0,0,0,0,0,0,1,0,0,1,1
defect,9293,2,2.5483388016436784e-06,18.58201147267282,6,NN,NN,2,2,0,defect,2,14.870485131812606,29.74097026362521,1,0,0,0,0,1,0,0,0,0,-1
shun,9295,2,2.5483388016436784e-06,18.58201147267282,4,NN,NN,2,2,0,shun,2,14.870485131812606,29.74097026362521,1,0,1,0,0,1,0,1,0,0,-1
neutral,9314,2,2.5483388016436784e-06,18.58201147267282,7,JJ,JJ,1,1,0,neutral,2,14.870485131812606,29.74097026362521,0,1,0,0,0,0,0,0,0,1,0
wimpy,9327,2,2.5483388016436784e-06,18.58201147267282,5,JJ,JJ,2,2,0,wimpi,2,14.870485131812606,29.74097026362521,1,0,1,1,0,1,0,1,0,0,-1
immature,9339,2,2.5483388016436784e-06,18.58201147267282,8,JJ,JJ,1,1,0,immatur,2,14.870485131812606,29.74097026362521,0,1,0,0,0,1,0,0,0,0,-1
mutiny,9348,2,2.5483388016436784e-06,18.58201147267282,6,JJ,JJ,2,2,0,mutini,2,14.870485131812606,29.74097026362521,1,0,1,1,0,1,0,0,1,0,-1
elf,9378,2,2.5483388016436784e-06,18.58201147267282,3,NN,NN,1,1,0,elf,2,14.870485131812606,29.74097026362521,1,0,1,1,0,0,0,0,0,0,0
howl,9390,2,2.5483388016436784e-06,18.58201147267282,4,NN,NN,2,2,0,howl,1,15.870485131812606,15.870485131812606,1,0,1,1,0,1,0,1,1,0,-1
demise,9391,2,2.5483388016436784e-06,18.58201147267282,6,NN,NN,1,1,0,demis,2,14.870485131812606,29.74097026362521,0,0,0,1,0,1,0,1,0,0,-1
oppressive,9427,2,2.5483388016436784e-06,18.58201147267282,10,JJ,JJ,1,1,0,oppress,2,14.870485131812606,29.74097026362521,1,0,1,1,0,1,0,1,0,0,-1
ravenous,9438,2,2.5483388016436784e-06,18.58201147267282,8,JJ,JJ,1,1,0,raven,2,14.870485131812606,29.74097026362521,1,0,0,1,0,1,0,1,0,0,-1
bloated,9450,2,2.5483388016436784e-06,18.58201147267282,7,JJ,JJ,2,2,0,bloat,2,14.870485131812606,29.74097026362521,0,0,1,0,0,1,0,0,0,0,-1
greeting,9473,2,2.5483388016436784e-06,18.58201147267282,8,VB,VBG,1,1,0,greet,2,14.870485131812606,29.74097026362521,0,0,0,0,0,0,1,0,1,0,1
hardy,9480,2,2.5483388016436784e-06,18.58201147267282,5,JJ,JJ,2,2,0,hardi,2,14.870485131812606,29.74097026362521,0,0,0,0,1,0,1,0,0,1,1
retaliation,9481,2,2.5483388016436784e-06,18.58201147267282,11,NN,NN,1,1,0,retali,2,14.870485131812606,29.74097026362521,1,0,0,1,0,1,0,0,0,0,-1
cutter,9485,2,2.5483388016436784e-06,18.58201147267282,6,NN,NN,1,1,0,cutter,2,14.870485131812606,29.74097026362521,0,0,0,1,0,1,0,0,0,0,-1
spectacular,9489,2,2.5483388016436784e-06,18.58201147267282,11,JJ,JJ,2,2,0,spectacular,2,14.870485131812606,29.74097026362521,0,1,0,0,0,0,0,0,1,0,0
